limit, count
17.3 ,  1
17.4 ,  0
17.5 ,  0
17.6 ,  0
17.7 ,  0
17.8 ,  0
17.9 ,  1
18.0 ,  0
18.1 ,  1
18.2 ,  0
18.3 ,  0
18.4 ,  0
18.5 ,  0
18.6 ,  1
18.7 ,  0
18.8 ,  0
18.9 ,  0
19.0 ,  0
19.1 ,  0
19.2 ,  0
19.3 ,  0
19.4 ,  0
19.5 ,  1
19.6 ,  1
19.7 ,  1
19.8 ,  0
19.9 ,  0
20.0 ,  0
20.1 ,  0
20.2 ,  1
20.3 ,  0
20.4 ,  0
20.5 ,  0
20.6 ,  0
20.7 ,  0
20.8 ,  0
20.9 ,  0
21.0 ,  0
21.1 ,  0
21.2 ,  0
21.3 ,  1
21.4 ,  0
21.5 ,  0
21.6 ,  1
21.7 ,  0
21.8 ,  0
21.9 ,  0
22.0 ,  0
22.1 ,  0
22.2 ,  0
22.3 ,  0
22.4 ,  0
22.5 ,  0
22.6 ,  1
22.7 ,  0
22.8 ,  0
22.9 ,  0
23.0 ,  0
23.1 ,  0
23.2 ,  0
23.3 ,  0
23.4 ,  0
23.5 ,  1
23.6 ,  0
23.7 ,  0
23.8 ,  1
23.9 ,  0
24.0 ,  1
24.1 ,  0
24.2 ,  0
24.3 ,  0
24.4 ,  0
24.5 ,  0
24.6 ,  0
24.7 ,  0
24.8 ,  1
24.9 ,  0
25.0 ,  0
25.1 ,  1
25.2 ,  0
25.3 ,  2
25.4 ,  1
25.5 ,  0
25.6 ,  0
25.7 ,  0
25.8 ,  0
25.9 ,  1
26.0 ,  0
26.1 ,  0
26.2 ,  0
26.3 ,  0
26.4 ,  0
26.5 ,  0
26.6 ,  0
26.7 ,  0
26.8 ,  0
26.9 ,  0
27.0 ,  0
27.1 ,  0
27.2 ,  1
27.3 ,  0
27.4 ,  0
27.5 ,  0
27.6 ,  0
27.7 ,  1
27.8 ,  0
27.9 ,  0
28.0 ,  0
28.1 ,  0
28.2 ,  0
28.3 ,  0
28.4 ,  0
28.5 ,  0
28.6 ,  1
28.7 ,  0
28.8 ,  0
28.9 ,  0
29.0 ,  0
29.1 ,  0
29.2 ,  0
29.3 ,  1
29.4 ,  0
29.5 ,  0
29.6 ,  0
29.7 ,  1
29.8 ,  0
29.9 ,  0
30.0 ,  0
30.1 ,  0
30.2 ,  0
30.3 ,  1
30.4 ,  0
30.5 ,  0
30.6 ,  0
30.7 ,  0
30.8 ,  0
30.9 ,  0
31.0 ,  1
31.1 ,  0
31.2 ,  1
31.3 ,  0
31.4 ,  0
31.5 ,  0
31.6 ,  0
31.7 ,  0
31.8 ,  0
31.9 ,  0
32.0 ,  0
32.1 ,  0
32.2 ,  0
32.3 ,  1
32.4 ,  0
32.5 ,  0
32.6 ,  1
32.7 ,  0
32.8 ,  0
32.9 ,  0
33.0 ,  0
33.1 ,  0
33.2 ,  0
33.3 ,  0
33.4 ,  0
33.5 ,  0
33.6 ,  0
33.7 ,  1
33.8 ,  0
33.9 ,  1
34.0 ,  0
34.1 ,  0
34.2 ,  0
34.3 ,  0
34.4 ,  0
34.5 ,  0
34.6 ,  0
34.7 ,  0
34.8 ,  0
34.9 ,  0
35.0 ,  0
35.1 ,  1
35.2 ,  0
35.3 ,  0
35.4 ,  0
35.5 ,  0
35.6 ,  0
35.7 ,  1
35.8 ,  0
35.9 ,  0
36.0 ,  0
36.1 ,  0
36.2 ,  0
36.3 ,  0
36.4 ,  0
36.5 ,  1
36.6 ,  0
36.7 ,  0
36.8 ,  0
36.9 ,  1
37.0 ,  0
37.1 ,  0
37.2 ,  0
37.3 ,  0
37.4 ,  0
37.5 ,  0
37.6 ,  0
37.7 ,  0
37.8 ,  0
37.9 ,  0
38.0 ,  0
38.1 ,  0
38.2 ,  1
38.3 ,  1
38.4 ,  0
38.5 ,  0
38.6 ,  0
38.7 ,  0
38.8 ,  1
38.9 ,  0
39.0 ,  0
39.1 ,  0
39.2 ,  0
39.3 ,  0
39.4 ,  0
39.5 ,  0
39.6 ,  0
39.7 ,  0
39.8 ,  0
39.9 ,  1
40.0 ,  0
40.1 ,  0
40.2 ,  0
40.3 ,  1
40.4 ,  1
40.5 ,  0
40.6 ,  0
40.7 ,  0
40.8 ,  0
40.9 ,  0
41.0 ,  0
41.1 ,  1
41.2 ,  0
41.3 ,  1
41.4 ,  0
41.5 ,  0
41.6 ,  0
41.7 ,  0
41.8 ,  0
41.9 ,  0
42.0 ,  0
42.1 ,  1
42.2 ,  0
42.3 ,  0
42.4 ,  1
42.5 ,  0
42.6 ,  0
42.7 ,  0
42.8 ,  0
42.9 ,  0
43.0 ,  0
43.1 ,  0
43.2 ,  0
43.3 ,  0
43.4 ,  1
43.5 ,  0
43.6 ,  0
43.7 ,  0
43.8 ,  0
43.9 ,  2
44.0 ,  0
44.1 ,  0
44.2 ,  0
44.3 ,  0
44.4 ,  0
44.5 ,  0
44.6 ,  0
44.7 ,  0
44.8 ,  1
44.9 ,  1
45.0 ,  0
45.1 ,  0
45.2 ,  0
45.3 ,  0
45.4 ,  0
45.5 ,  0
45.6 ,  0
45.7 ,  0
45.8 ,  1
45.9 ,  0
46.0 ,  0
46.1 ,  0
46.2 ,  0
46.3 ,  0
46.4 ,  1
46.5 ,  0
46.6 ,  0
46.7 ,  0
46.8 ,  0
46.9 ,  1
47.0 ,  0
47.1 ,  0
47.2 ,  0
47.3 ,  0
47.4 ,  0
47.5 ,  0
47.6 ,  0
47.7 ,  0
47.8 ,  0
47.9 ,  0
48.0 ,  0
48.1 ,  1
48.2 ,  1
48.3 ,  0
48.4 ,  0
48.5 ,  0
48.6 ,  0
48.7 ,  0
48.8 ,  0
48.9 ,  2
49.0 ,  0
49.1 ,  0
49.2 ,  0
49.3 ,  0
49.4 ,  0
49.5 ,  0
49.6 ,  0
49.7 ,  0
49.8 ,  0
49.9 ,  1
50.0 ,  0
50.1 ,  0
50.2 ,  0
50.3 ,  0
50.4 ,  1
50.5 ,  1
50.6 ,  1
50.7 ,  0
50.8 ,  0
50.9 ,  0
51.0 ,  0
51.1 ,  0
51.2 ,  0
51.3 ,  0
51.4 ,  0
51.5 ,  1
51.6 ,  0
51.7 ,  0
51.8 ,  0
51.9 ,  1
52.0 ,  0
52.1 ,  0
52.2 ,  0
52.3 ,  0
52.4 ,  0
52.5 ,  0
52.6 ,  0
52.7 ,  0
52.8 ,  0
52.9 ,  0
53.0 ,  0
53.1 ,  0
53.2 ,  0
53.3 ,  1
53.4 ,  0
53.5 ,  0
53.6 ,  1
53.7 ,  0
53.8 ,  0
53.9 ,  0
54.0 ,  0
54.1 ,  0
54.2 ,  0
54.3 ,  0
54.4 ,  0
54.5 ,  1
54.6 ,  0
54.7 ,  0
54.8 ,  0
54.9 ,  0
55.0 ,  1
55.1 ,  0
55.2 ,  0
55.3 ,  0
55.4 ,  0
55.5 ,  0
55.6 ,  0
55.7 ,  0
55.8 ,  0
55.9 ,  1
56.0 ,  0
56.1 ,  0
56.2 ,  0
56.3 ,  0
56.4 ,  0
56.5 ,  0
56.6 ,  0
56.7 ,  1
56.8 ,  0
56.9 ,  0
57.0 ,  0
57.1 ,  0
57.2 ,  0
57.3 ,  0
57.4 ,  0
57.5 ,  0
57.6 ,  0
57.7 ,  0
57.8 ,  1
57.9 ,  0
58.0 ,  0
58.1 ,  0
58.2 ,  0
58.3 ,  0
58.4 ,  1
58.5 ,  0
58.6 ,  0
58.7 ,  1
58.8 ,  0
58.9 ,  0
59.0 ,  0
59.1 ,  0
59.2 ,  0
59.3 ,  0
59.4 ,  0
59.5 ,  0
59.6 ,  0
59.7 ,  0
59.8 ,  1
59.9 ,  0
60.0 ,  0
60.1 ,  1
60.2 ,  0
60.3 ,  0
60.4 ,  0
60.5 ,  0
60.6 ,  0
60.7 ,  0
60.8 ,  1
60.9 ,  0
61.0 ,  0
61.1 ,  0
61.2 ,  0
61.3 ,  0
61.4 ,  1
61.5 ,  0
61.6 ,  0
61.7 ,  0
61.8 ,  0
61.9 ,  1
62.0 ,  0
62.1 ,  0
62.2 ,  0
62.3 ,  0
62.4 ,  0
62.5 ,  0
62.6 ,  1
62.7 ,  1
62.8 ,  0
62.9 ,  0
63.0 ,  0
63.1 ,  0
63.2 ,  0
63.3 ,  1
63.4 ,  0
63.5 ,  0
63.6 ,  0
63.7 ,  0
63.8 ,  0
63.9 ,  0
64.0 ,  0
64.1 ,  0
64.2 ,  0
64.3 ,  1
64.4 ,  0
64.5 ,  0
64.6 ,  0
64.7 ,  0
64.8 ,  0
64.9 ,  1
65.0 ,  0
65.1 ,  0
65.2 ,  0
65.3 ,  0
65.4 ,  0
65.5 ,  0
65.6 ,  1
65.7 ,  0
65.8 ,  0
65.9 ,  0
66.0 ,  0
66.1 ,  1
66.2 ,  0
66.3 ,  0
66.4 ,  0
66.5 ,  0
66.6 ,  0
66.7 ,  0
66.8 ,  0
66.9 ,  0
67.0 ,  0
67.1 ,  1
67.2 ,  0
67.3 ,  1
67.4 ,  0
67.5 ,  0
67.6 ,  0
67.7 ,  0
67.8 ,  0
67.9 ,  0
68.0 ,  0
68.1 ,  0
68.2 ,  1
68.3 ,  0
68.4 ,  0
68.5 ,  0
68.6 ,  0
68.7 ,  0
68.8 ,  0
68.9 ,  0
69.0 ,  0
69.1 ,  0
69.2 ,  1
69.3 ,  0
69.4 ,  0
69.5 ,  0
69.6 ,  1
69.7 ,  0
69.8 ,  0
69.9 ,  0
70.0 ,  0
70.1 ,  0
70.2 ,  0
70.3 ,  0
70.4 ,  0
70.5 ,  1
70.6 ,  0
70.7 ,  0
70.8 ,  0
70.9 ,  0
71.0 ,  0
71.1 ,  0
71.2 ,  0
71.3 ,  0
71.4 ,  1
71.5 ,  0
71.6 ,  1
71.7 ,  0
71.8 ,  0
71.9 ,  0
72.0 ,  1
72.1 ,  0
72.2 ,  0
72.3 ,  0
72.4 ,  1
72.5 ,  0
72.6 ,  0
72.7 ,  0
72.8 ,  0
72.9 ,  0
73.0 ,  0
73.1 ,  0
73.2 ,  0
73.3 ,  0
73.4 ,  0
73.5 ,  1
73.6 ,  0
73.7 ,  0
73.8 ,  0
73.9 ,  0
74.0 ,  0
74.1 ,  0
74.2 ,  1
74.3 ,  0
74.4 ,  1
74.5 ,  0
74.6 ,  0
74.7 ,  0
74.8 ,  0
74.9 ,  0
75.0 ,  0
75.1 ,  0
75.2 ,  0
75.3 ,  0
75.4 ,  1
75.5 ,  0
75.6 ,  0
75.7 ,  0
75.8 ,  0
75.9 ,  0
76.0 ,  1
76.1 ,  0
76.2 ,  0
76.3 ,  0
76.4 ,  0
76.5 ,  0
76.6 ,  0
76.7 ,  0
76.8 ,  0
76.9 ,  0
77.0 ,  0
77.1 ,  1
77.2 ,  1
77.3 ,  0
77.4 ,  0
77.5 ,  0
77.6 ,  0
77.7 ,  0
77.8 ,  0
77.9 ,  0
78.0 ,  0
78.1 ,  0
78.2 ,  0
78.3 ,  1
78.4 ,  0
78.5 ,  0
78.6 ,  0
78.7 ,  1
78.8 ,  0
78.9 ,  0
79.0 ,  0
79.1 ,  0
79.2 ,  0
79.3 ,  0
79.4 ,  1
79.5 ,  0
79.6 ,  0
79.7 ,  0
79.8 ,  0
79.9 ,  0
80.0 ,  0
80.1 ,  0
80.2 ,  0
80.3 ,  0
80.4 ,  0
80.5 ,  0
80.6 ,  1
80.7 ,  0
80.8 ,  0
80.9 ,  1
81.0 ,  0
81.1 ,  0
81.2 ,  0
81.3 ,  0
81.4 ,  0
81.5 ,  0
81.6 ,  0
81.7 ,  0
81.8 ,  0
81.9 ,  0
82.0 ,  0
82.1 ,  0
82.2 ,  0
82.3 ,  1
82.4 ,  1
82.5 ,  0
82.6 ,  0
82.7 ,  0
82.8 ,  1
82.9 ,  0
83.0 ,  0
83.1 ,  0
83.2 ,  0
83.3 ,  0
83.4 ,  0
83.5 ,  0
83.6 ,  0
83.7 ,  0
83.8 ,  0
83.9 ,  0
84.0 ,  1
84.1 ,  0
84.2 ,  0
84.3 ,  0
84.4 ,  0
84.5 ,  1
84.6 ,  0
84.7 ,  0
84.8 ,  0
84.9 ,  2
85.0 ,  0
85.1 ,  0
85.2 ,  0
85.3 ,  0
85.4 ,  0
85.5 ,  0
85.6 ,  0
85.7 ,  0
85.8 ,  1
85.9 ,  0
86.0 ,  0
86.1 ,  0
86.2 ,  1
86.3 ,  0
86.4 ,  0
86.5 ,  0
86.6 ,  0
86.7 ,  0
86.8 ,  0
86.9 ,  0
87.0 ,  0
87.1 ,  1
87.2 ,  0
87.3 ,  0
87.4 ,  0
87.5 ,  0
87.6 ,  0
87.7 ,  0
87.8 ,  0
87.9 ,  0
88.0 ,  0
88.1 ,  0
88.2 ,  0
88.3 ,  1
88.4 ,  0
88.5 ,  0
88.6 ,  0
88.7 ,  0
88.8 ,  0
88.9 ,  0
89.0 ,  1
89.1 ,  0
89.2 ,  0
89.3 ,  1
89.4 ,  0
89.5 ,  0
89.6 ,  1
89.7 ,  0
89.8 ,  0
89.9 ,  0
90.0 ,  0
90.1 ,  0
90.2 ,  0
90.3 ,  0
90.4 ,  1
90.5 ,  0
90.6 ,  0
90.7 ,  0
90.8 ,  0
90.9 ,  1
91.0 ,  0
91.1 ,  0
91.2 ,  0
91.3 ,  0
91.4 ,  0
91.5 ,  0
91.6 ,  0
91.7 ,  0
91.8 ,  0
91.9 ,  0
92.0 ,  1
92.1 ,  0
92.2 ,  0
92.3 ,  0
92.4 ,  0
92.5 ,  0
92.6 ,  0
92.7 ,  0
92.8 ,  0
92.9 ,  0
93.0 ,  0
93.1 ,  0
93.2 ,  0
93.3 ,  1
93.4 ,  0
93.5 ,  0
93.6 ,  0
93.7 ,  0
93.8 ,  0
93.9 ,  0
94.0 ,  0
94.1 ,  0
94.2 ,  0
94.3 ,  0
94.4 ,  0
94.5 ,  1
94.6 ,  0
94.7 ,  0
94.8 ,  1
94.9 ,  0
95.0 ,  0
95.1 ,  0
95.2 ,  0
95.3 ,  0
95.4 ,  1
95.5 ,  0
95.6 ,  0
95.7 ,  0
95.8 ,  0
95.9 ,  1
96.0 ,  0
96.1 ,  0
96.2 ,  0
96.3 ,  0
96.4 ,  0
96.5 ,  0
96.6 ,  0
96.7 ,  0
96.8 ,  0
96.9 ,  0
97.0 ,  1
97.1 ,  0
97.2 ,  0
97.3 ,  0
97.4 ,  0
97.5 ,  0
97.6 ,  0
97.7 ,  0
97.8 ,  0
97.9 ,  0
98.0 ,  0
98.1 ,  1
98.2 ,  0
98.3 ,  1
98.4 ,  0
98.5 ,  0
98.6 ,  0
98.7 ,  0
98.8 ,  0
98.9 ,  0
99.0 ,  0
99.1 ,  0
99.2 ,  0
99.3 ,  0
99.4 ,  1
99.5 ,  0
99.6 ,  0
99.7 ,  1
99.8 ,  0
99.9 ,  0
100.0 ,  0
100.1 ,  2
100.2 ,  0
100.3 ,  0
100.4 ,  0
100.5 ,  0
100.6 ,  0
100.7 ,  0
100.8 ,  0
100.9 ,  0
101.0 ,  0
101.1 ,  1
101.2 ,  0
101.3 ,  0
101.4 ,  0
101.5 ,  0
101.6 ,  0
101.7 ,  1
101.8 ,  0
101.9 ,  0
102.0 ,  0
102.1 ,  0
102.2 ,  0
102.3 ,  0
102.4 ,  0
102.5 ,  0
102.6 ,  0
102.7 ,  0
102.8 ,  0
102.9 ,  0
103.0 ,  1
103.1 ,  0
103.2 ,  0
103.3 ,  0
103.4 ,  0
103.5 ,  0
103.6 ,  0
103.7 ,  0
103.8 ,  0
103.9 ,  0
104.0 ,  0
104.1 ,  0
104.2 ,  1
104.3 ,  0
104.4 ,  0
104.5 ,  0
104.6 ,  0
104.7 ,  0
104.8 ,  0
104.9 ,  0
105.0 ,  1
105.1 ,  0
105.2 ,  0
105.3 ,  0
105.4 ,  0
105.5 ,  0
105.6 ,  0
105.7 ,  0
105.8 ,  0
105.9 ,  0
106.0 ,  1
106.1 ,  0
106.2 ,  0
106.3 ,  0
106.4 ,  1
106.5 ,  0
106.6 ,  2
106.7 ,  0
106.8 ,  0
106.9 ,  0
107.0 ,  0
107.1 ,  0
107.2 ,  0
107.3 ,  0
107.4 ,  0
107.5 ,  0
107.6 ,  0
107.7 ,  1
107.8 ,  0
107.9 ,  0
108.0 ,  2
108.1 ,  0
108.2 ,  0
108.3 ,  0
108.4 ,  1
108.5 ,  0
108.6 ,  1
108.7 ,  0
108.8 ,  1
108.9 ,  0
109.0 ,  0
109.1 ,  0
109.2 ,  0
109.3 ,  1
109.4 ,  0
109.5 ,  1
109.6 ,  0
109.7 ,  0
109.8 ,  0
109.9 ,  1
110.0 ,  1
110.1 ,  0
110.2 ,  1
110.3 ,  0
110.4 ,  1
110.5 ,  0
110.6 ,  0
110.7 ,  0
110.8 ,  1
110.9 ,  1
111.0 ,  0
111.1 ,  0
111.2 ,  1
111.3 ,  0
111.4 ,  0
111.5 ,  1
111.6 ,  0
111.7 ,  1
111.8 ,  0
111.9 ,  1
112.0 ,  0
112.1 ,  0
112.2 ,  1
112.3 ,  0
112.4 ,  0
112.5 ,  0
112.6 ,  0
112.7 ,  1
112.8 ,  0
112.9 ,  1
113.0 ,  1
113.1 ,  0
113.2 ,  0
113.3 ,  0
113.4 ,  0
113.5 ,  1
113.6 ,  0
113.7 ,  0
113.8 ,  1
113.9 ,  0
114.0 ,  0
114.1 ,  1
114.2 ,  1
114.3 ,  0
114.4 ,  0
114.5 ,  0
114.6 ,  0
114.7 ,  1
114.8 ,  0
114.9 ,  1
115.0 ,  0
115.1 ,  1
115.2 ,  1
115.3 ,  1
115.4 ,  0
115.5 ,  1
115.6 ,  0
115.7 ,  0
115.8 ,  1
115.9 ,  0
116.0 ,  1
116.1 ,  0
116.2 ,  1
116.3 ,  0
116.4 ,  0
116.5 ,  1
116.6 ,  0
116.7 ,  1
116.8 ,  1
116.9 ,  0
117.0 ,  1
117.1 ,  0
117.2 ,  0
117.3 ,  0
117.4 ,  0
117.5 ,  0
117.6 ,  0
117.7 ,  1
117.8 ,  1
117.9 ,  0
118.0 ,  0
118.1 ,  0
118.2 ,  1
118.3 ,  0
118.4 ,  0
118.5 ,  1
118.6 ,  0
118.7 ,  0
118.8 ,  0
118.9 ,  0
119.0 ,  0
119.1 ,  1
119.2 ,  0
119.3 ,  0
119.4 ,  1
119.5 ,  3
119.6 ,  0
119.7 ,  0
119.8 ,  0
119.9 ,  0
120.0 ,  0
120.1 ,  0
120.2 ,  1
120.3 ,  1
120.4 ,  0
120.5 ,  0
120.6 ,  1
120.7 ,  1
120.8 ,  0
120.9 ,  0
121.0 ,  0
121.1 ,  1
121.2 ,  0
121.3 ,  0
121.4 ,  0
121.5 ,  1
121.6 ,  0
121.7 ,  0
121.8 ,  0
121.9 ,  0
122.0 ,  0
122.1 ,  2
122.2 ,  0
122.3 ,  0
122.4 ,  0
122.5 ,  0
122.6 ,  1
122.7 ,  0
122.8 ,  0
122.9 ,  0
123.0 ,  0
123.1 ,  0
123.2 ,  1
123.3 ,  1
123.4 ,  0
123.5 ,  0
123.6 ,  0
123.7 ,  1
123.8 ,  1
123.9 ,  0
124.0 ,  0
124.1 ,  1
124.2 ,  1
124.3 ,  1
124.4 ,  1
124.5 ,  0
124.6 ,  0
124.7 ,  0
124.8 ,  0
124.9 ,  1
125.0 ,  0
125.1 ,  0
125.2 ,  0
125.3 ,  1
125.4 ,  1
125.5 ,  0
125.6 ,  0
125.7 ,  0
125.8 ,  0
125.9 ,  0
126.0 ,  0
126.1 ,  1
126.2 ,  1
126.3 ,  0
126.4 ,  0
126.5 ,  0
126.6 ,  0
126.7 ,  1
126.8 ,  0
126.9 ,  0
127.0 ,  1
127.1 ,  1
127.2 ,  0
127.3 ,  0
127.4 ,  0
127.5 ,  0
127.6 ,  2
127.7 ,  0
127.8 ,  0
127.9 ,  0
128.0 ,  1
128.1 ,  1
128.2 ,  0
128.3 ,  0
128.4 ,  0
128.5 ,  0
128.6 ,  0
128.7 ,  0
128.8 ,  0
128.9 ,  1
129.0 ,  0
129.1 ,  0
129.2 ,  0
129.3 ,  1
129.4 ,  0
129.5 ,  0
129.6 ,  0
129.7 ,  0
129.8 ,  1
129.9 ,  0
130.0 ,  1
130.1 ,  0
130.2 ,  1
130.3 ,  0
130.4 ,  0
130.5 ,  1
130.6 ,  1
130.7 ,  1
130.8 ,  0
130.9 ,  0
131.0 ,  0
131.1 ,  1
131.2 ,  0
131.3 ,  0
131.4 ,  1
131.5 ,  0
131.6 ,  0
131.7 ,  1
131.8 ,  0
131.9 ,  0
132.0 ,  0
132.1 ,  1
132.2 ,  1
132.3 ,  0
132.4 ,  0
132.5 ,  0
132.6 ,  1
132.7 ,  0
132.8 ,  1
132.9 ,  0
133.0 ,  1
133.1 ,  0
133.2 ,  1
133.3 ,  0
133.4 ,  0
133.5 ,  2
133.6 ,  0
133.7 ,  0
133.8 ,  0
133.9 ,  1
134.0 ,  0
134.1 ,  1
134.2 ,  0
134.3 ,  0
134.4 ,  0
134.5 ,  2
134.6 ,  0
134.7 ,  1
134.8 ,  0
134.9 ,  0
135.0 ,  1
135.1 ,  1
135.2 ,  0
135.3 ,  0
135.4 ,  0
135.5 ,  0
135.6 ,  1
135.7 ,  0
135.8 ,  0
135.9 ,  1
136.0 ,  1
136.1 ,  0
136.2 ,  0
136.3 ,  1
136.4 ,  0
136.5 ,  0
136.6 ,  0
136.7 ,  0
136.8 ,  1
136.9 ,  1
137.0 ,  0
137.1 ,  0
137.2 ,  0
137.3 ,  0
137.4 ,  0
137.5 ,  0
137.6 ,  1
137.7 ,  0
137.8 ,  0
137.9 ,  0
138.0 ,  0
138.1 ,  1
138.2 ,  1
138.3 ,  1
138.4 ,  1
138.5 ,  0
138.6 ,  1
138.7 ,  1
138.8 ,  0
138.9 ,  0
139.0 ,  1
139.1 ,  0
139.2 ,  0
139.3 ,  2
139.4 ,  0
139.5 ,  0
139.6 ,  0
139.7 ,  1
139.8 ,  1
139.9 ,  0
140.0 ,  0
140.1 ,  1
140.2 ,  1
140.3 ,  0
140.4 ,  0
140.5 ,  0
140.6 ,  0
140.7 ,  0
140.8 ,  1
140.9 ,  1
141.0 ,  0
141.1 ,  0
141.2 ,  1
141.3 ,  0
141.4 ,  0
141.5 ,  1
141.6 ,  0
141.7 ,  0
141.8 ,  2
141.9 ,  0
142.0 ,  0
142.1 ,  0
142.2 ,  2
142.3 ,  0
142.4 ,  0
142.5 ,  0
142.6 ,  0
142.7 ,  1
142.8 ,  0
142.9 ,  0
143.0 ,  0
143.1 ,  1
143.2 ,  1
143.3 ,  0
143.4 ,  0
143.5 ,  1
143.6 ,  0
143.7 ,  0
143.8 ,  1
143.9 ,  0
144.0 ,  0
144.1 ,  1
144.2 ,  0
144.3 ,  0
144.4 ,  0
144.5 ,  0
144.6 ,  0
144.7 ,  1
144.8 ,  0
144.9 ,  1
145.0 ,  0
145.1 ,  1
145.2 ,  0
145.3 ,  0
145.4 ,  0
145.5 ,  1
145.6 ,  0
145.7 ,  0
145.8 ,  1
145.9 ,  0
146.0 ,  0
146.1 ,  0
146.2 ,  0
146.3 ,  1
146.4 ,  0
146.5 ,  1
146.6 ,  0
146.7 ,  0
146.8 ,  1
146.9 ,  1
147.0 ,  0
147.1 ,  1
